,아이디,주소,기업성장단계,신규인력_채용의사,구분,신규채용_예상인력,신규채용_박사,신규채용_석사,신규채용_대졸,신규채용_전문대졸,신규채용_고졸이하,지역,업종
239,2869,대전 유성구,고도성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,정보통신/방송서비스
240,2886,충북 제천시,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,음식료/섬유/비금속/기타제조
241,2887,전북 전주시 덕진구,초기성장기,없음,법인,0,0,0,0,0,0,광주/전라/제주,음식료/섬유/비금속/기타제조
242,2900,서울 금천구,성숙기,있음,법인,10,0,0,0,10,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
243,2901,대전 대덕구,초기성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,에너지/화학/정밀
244,2922,부산 해운대구,성숙기,없음,법인,0,0,0,0,0,0,부산/경남/울산,에너지/화학/정밀
245,2925,경기 수원시 영통구,고도성장기,있음,법인,2,0,0,1,1,0,서울/인천/경기,기타
246,2939,경기 시흥시,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,에너지/화학/정밀
247,2948,경기 화성시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
248,2954,경기 성남시 중원구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
249,2985,부산 기장군,고도성장기,있음,법인,1,0,0,1,0,0,부산/경남/울산,음식료/섬유/비금속/기타제조
250,2997,서울 구로구,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
251,3003,서울 금천구,고도성장기,있음,법인,5,0,1,3,1,0,서울/인천/경기,의료/제약
252,3009,인천 연수구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,에너지/화학/정밀
253,3036,대전 대덕구,성숙기,있음,법인,20,0,2,15,3,0,대전/세종/충청/강원,의료/제약
254,3050,강원 원주시,성숙기,있음,법인,5,0,0,3,1,1,대전/세종/충청/강원,의료/제약
255,3057,서울 강남구,성숙기,있음,법인,35,3,5,22,5,0,서울/인천/경기,의료/제약
256,3067,충북 청주시 청원구,고도성장기,있음,법인,64,0,20,44,0,0,대전/세종/충청/강원,도소매/연구개발서비스/기타서비스
257,3070,강원 춘천시,고도성장기,없음,개인,0,0,0,0,0,0,대전/세종/충청/강원,도소매/연구개발서비스/기타서비스
258,3072,충북 음성군,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,기계/자동차/금속
259,3085,서울 강서구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
260,3093,경북 포항시 남구,고도성장기,없음,법인,0,0,0,0,0,0,대구/경북,정보통신/방송서비스
261,3105,서울 강남구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
262,3112,충남 홍성군,고도성장기,있음,법인,10,0,0,0,0,10,대전/세종/충청/강원,음식료/섬유/비금속/기타제조
263,3130,대구 달서구,쇠퇴기,없음,개인,0,0,0,0,0,0,대구/경북,음식료/섬유/비금속/기타제조
264,3145,대구 달서구,고도성장기,없음,개인,0,0,0,0,0,0,대구/경북,기계/자동차/금속
265,3158,경남 양산시,고도성장기,없음,법인,0,0,0,0,0,0,부산/경남/울산,기계/자동차/금속
266,3159,경기 부천시,고도성장기,없음,개인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
267,3176,인천 서구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
268,3182,경기 시흥시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
269,3194,강원 춘천시,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,의료/제약
270,3221,인천 서구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
271,3226,경기 수원시 팔달구,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
272,3232,전북 정읍시,고도성장기,있음,법인,2,0,0,0,0,2,광주/전라/제주,기계/자동차/금속
273,3245,서울 용산구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
274,3284,경기 용인시 수지구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
275,3308,경기 평택시,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
276,3333,경남 사천시,성숙기,없음,법인,0,0,0,0,0,0,부산/경남/울산,기타
277,3352,서울 영등포구,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
278,3373,서울 구로구,고도성장기,있음,법인,20,0,0,20,0,0,서울/인천/경기,정보통신/방송서비스
279,3379,서울 서초구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
280,3395,대전 유성구,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,도소매/연구개발서비스/기타서비스
281,3419,충북 청주시 흥덕구,고도성장기,있음,법인,2,0,1,1,0,0,대전/세종/충청/강원,의료/제약
282,3482,서울 금천구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
283,3496,서울 강남구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,에너지/화학/정밀
284,3497,경기 안양시 동안구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
285,3528,경북 구미시,고도성장기,없음,법인,0,0,0,0,0,0,대구/경북,음식료/섬유/비금속/기타제조
286,3535,강원 춘천시,성숙기,있음,법인,30,0,2,10,10,8,대전/세종/충청/강원,의료/제약
287,3539,대구 서구,성숙기,없음,법인,0,0,0,0,0,0,대구/경북,음식료/섬유/비금속/기타제조
288,3541,경기 포천시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
289,3556,서울 강서구,성숙기,있음,법인,2,0,0,2,0,0,서울/인천/경기,통신기기/방송기기
290,3564,서울 마포구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
291,3573,경기 파주시,성숙기,있음,법인,25,0,2,10,13,0,서울/인천/경기,기타
292,3590,서울 강남구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
293,3607,경기 안양시 동안구,고도성장기,있음,법인,2,0,0,0,0,2,서울/인천/경기,기계/자동차/금속
294,3614,경기 성남시 분당구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
295,3618,서울 영등포구,성숙기,있음,법인,5,0,0,2,2,1,서울/인천/경기,기타
296,3630,경기 군포시,고도성장기,없음,개인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
297,3652,서울 강남구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
298,3667,서울 영등포구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
299,3675,서울 강서구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
300,3691,대구 중구,초기성장기,없음,법인,0,0,0,0,0,0,대구/경북,음식료/섬유/비금속/기타제조
301,3708,강원 원주시,초기성장기,있음,법인,4,0,0,2,2,0,대전/세종/충청/강원,의료/제약
302,3716,부산 강서구,성숙기,있음,개인,3,0,0,0,1,2,부산/경남/울산,음식료/섬유/비금속/기타제조
303,3735,전북 익산시,초기성장기,있음,법인,3,0,0,0,0,3,광주/전라/제주,기계/자동차/금속
304,3752,경기 고양시 덕양구,고도성장기,있음,법인,3,0,0,2,1,0,서울/인천/경기,의료/제약
305,3790,경기 수원시 영통구,초기성장기,있음,법인,2,0,0,2,0,0,서울/인천/경기,정보통신/방송서비스
306,3828,서울 마포구,고도성장기,없음,개인,0,0,0,0,0,0,서울/인천/경기,의료/제약
307,3832,부산 영도구,초기성장기,있음,법인,1,0,0,1,0,0,부산/경남/울산,에너지/화학/정밀
308,3844,대구 수성구,고도성장기,있음,법인,1,0,0,1,0,0,대구/경북,소프트웨어개발/IT기반서비스
309,3860,경기 부천시,초기성장기,있음,개인,30,0,0,2,10,18,서울/인천/경기,음식료/섬유/비금속/기타제조
310,3899,경기 성남시 분당구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
311,3928,서울 강남구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
312,3939,경기 안양시 동안구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
313,3954,경남 사천시,성숙기,없음,법인,0,0,0,0,0,0,부산/경남/울산,도소매/연구개발서비스/기타서비스
314,3959,서울 금천구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
315,3965,경기 김포시,성숙기,있음,법인,4,0,0,2,0,2,서울/인천/경기,기계/자동차/금속
316,3989,서울 금천구,성숙기,있음,법인,4,0,0,2,2,0,서울/인천/경기,기타
317,4010,충남 금산군,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,음식료/섬유/비금속/기타제조
318,4011,대전 대덕구,고도성장기,없음,개인,0,0,0,0,0,0,대전/세종/충청/강원,도소매/연구개발서비스/기타서비스
319,4013,울산 남구,성숙기,있음,법인,1,0,0,1,0,0,부산/경남/울산,기계/자동차/금속
320,4019,경북 구미시,성숙기,없음,개인,0,0,0,0,0,0,대구/경북,에너지/화학/정밀
321,4039,부산 강서구,고도성장기,없음,개인,0,0,0,0,0,0,부산/경남/울산,음식료/섬유/비금속/기타제조
322,4051,경기 안양시 동안구,창업기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
323,4073,충북 충주시,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,음식료/섬유/비금속/기타제조
324,4075,대전 유성구,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,통신기기/방송기기
325,4081,대전 유성구,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,통신기기/방송기기
326,4083,경기 화성시,쇠퇴기,있음,개인,3,0,0,0,3,0,서울/인천/경기,기계/자동차/금속
327,4129,전북 익산시,성숙기,없음,법인,0,0,0,0,0,0,광주/전라/제주,컴퓨터/반도체/전자부품
328,4130,경기 부천시,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,에너지/화학/정밀
329,4170,경기 안산시 상록구,초기성장기,있음,법인,4,0,1,2,1,0,서울/인천/경기,의료/제약
330,4171,경기 화성시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
331,4187,경기 성남시 중원구,성숙기,있음,법인,5,0,0,2,2,1,서울/인천/경기,의료/제약
332,4193,서울 구로구,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
333,4244,서울 종로구,고도성장기,있음,법인,6,0,1,2,3,0,서울/인천/경기,의료/제약
334,4249,경남 양산시,초기성장기,있음,법인,1,0,0,1,0,0,부산/경남/울산,에너지/화학/정밀
335,4251,경기 김포시,성숙기,있음,법인,2,0,0,0,0,2,서울/인천/경기,음식료/섬유/비금속/기타제조
336,4262,강원 춘천시,초기성장기,있음,법인,4,0,1,3,0,0,대전/세종/충청/강원,의료/제약
337,4272,서울 서초구,성숙기,없음,개인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
338,4296,제주 제주시,성숙기,없음,법인,0,0,0,0,0,0,광주/전라/제주,도소매/연구개발서비스/기타서비스
339,4300,서울 강남구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
340,4305,경기 부천시,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
341,4310,경북 경산시,고도성장기,있음,법인,4,0,0,2,2,0,대구/경북,의료/제약
342,4410,대구 달성군,창업기,없음,법인,0,0,0,0,0,0,대구/경북,음식료/섬유/비금속/기타제조
343,4420,경기 평택시,초기성장기,있음,법인,1,0,0,1,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
344,4443,경기 의왕시,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,의료/제약
345,4446,경기 안양시 만안구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
346,4448,경기 안양시 동안구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
347,4465,서울 마포구,고도성장기,있음,법인,5,0,0,5,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
348,4486,강원 춘천시,고도성장기,있음,법인,2,0,0,2,0,0,대전/세종/충청/강원,도소매/연구개발서비스/기타서비스
349,4514,서울 금천구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
350,4523,전남 함평군,성숙기,있음,법인,3,0,0,0,0,3,광주/전라/제주,도소매/연구개발서비스/기타서비스
351,4532,경기 김포시,성숙기,있음,개인,4,0,0,0,0,4,서울/인천/경기,음식료/섬유/비금속/기타제조
352,4547,부산 해운대구,고도성장기,있음,법인,2,0,1,1,0,0,부산/경남/울산,기타
353,4548,제주 제주시,성숙기,있음,개인,1,0,0,0,1,0,광주/전라/제주,도소매/연구개발서비스/기타서비스
354,4550,경기 평택시,고도성장기,있음,법인,3,0,0,0,0,3,서울/인천/경기,음식료/섬유/비금속/기타제조
355,4565,인천 남동구,고도성장기,있음,법인,3,0,0,3,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
356,4579,경남 김해시,초기성장기,없음,법인,0,0,0,0,0,0,부산/경남/울산,에너지/화학/정밀
357,4612,경기 용인시 처인구,성숙기,있음,법인,5,0,0,5,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
358,4615,대전 유성구,성숙기,있음,법인,3,0,0,0,2,1,대전/세종/충청/강원,음식료/섬유/비금속/기타제조
359,4640,충남 논산시,고도성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,음식료/섬유/비금속/기타제조
360,4649,경기 용인시 처인구,고도성장기,있음,법인,2,0,0,2,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
361,4650,대전 유성구,고도성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,컴퓨터/반도체/전자부품
362,4660,충북 보은군,성숙기,있음,법인,1,0,0,0,0,1,대전/세종/충청/강원,에너지/화학/정밀
363,4687,경기 용인시 기흥구,초기성장기,있음,개인,2,0,0,2,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
364,4689,서울 광진구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,기계/자동차/금속
365,4691,대구 수성구,성숙기,없음,개인,0,0,0,0,0,0,대구/경북,의료/제약
366,4710,서울 금천구,고도성장기,없음,개인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
367,4729,경남 거제시,고도성장기,없음,법인,0,0,0,0,0,0,부산/경남/울산,기타
368,4743,경기 평택시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
369,4772,충북 제천시,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,의료/제약
370,4785,경기 화성시,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
371,4792,인천 남동구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
372,4798,경기 화성시,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
373,4803,충북 청주시 서원구,성숙기,없음,개인,0,0,0,0,0,0,대전/세종/충청/강원,소프트웨어개발/IT기반서비스
374,4827,인천 서구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
